0x0805B8EE	52	Boots so clean they shine!
0x0805B924	42	Prototype Hyper Boots
0x0805B950	82	It's a prototype so it isn't working yet.
0x0805B9A4	40	Enhanced Hyper Boots
0x0805B9CE	70	These are powerful high tech boots.
0x0805BA16	34	Alligator Loafers
0x0805BA3A	62	These are some expensive shoes!
0x0805BA92	122	There is a mysterious supernatural aura around these sandals.
0x0805BB20	70	These are sneakers... For sneaking!
0x0805BB68	26	Soccer Cleats
0x0805BB84	76	These soccer cleats pack quite a kick!
0x0805BBEA	118	These boots have magic that makes Super Saiyan last longer.
0x0805BC74	86	These flippers helps you catch better fish.
0x0805BCCC	26	Silvery Boots
0x0805BCE8	138	These look like Silver Boots, but the silver paint is scratching off.
0x0805BD8C	118	You can detect power flowing through these high tech boots.
0x0805BE04	24	Saiyan Boots
0x0805BE1E	66	Boots like the Saiyans once wore.
0x0805BE74	50	A thick knitted wool cap.
0x0805BEA8	24	Stone Men-po
0x0805BEC2	86	An armored samurai face mask made of stone.
0x0805BF32	84	A traditional samurai helmet made of iron.
0x0805BF88	38	Geromantium Bandana
0x0805BFB0	60	A bandana made of Geromantium.
0x0805BFEE	26	Mercury's Cap
0x0805C00A	58	The legendary cap of Mercury.
0x0805C05C	116	Maybe you should get this cape cleaned before you wear it.
0x0805C0E8	116	Maybe you should get this belt cleaned before you wear it.
0x0805C174	52	A cape so clean it shines!
0x0805C1C0	52	A belt so clean it shines!
0x0805C20C	62	This a terrifying looking mask.
0x0805C24C	42	Rhinestone Sunglasses
0x0805C278	94	These are some really tacky looking sunglasses.
0x0805C2F0	62	This charm gives you good luck!
0x0805C330	26	Rabbit's Foot
0x0805C34C	78	This rabbit's foot gives you good luck!
0x0805C39C	32	Four-Leaf Clover
0x0805C3BE	84	This four-leaf clover gives you good luck!
0x0805C42A	80	There's an evil aura around this ring...
0x0805C494	84	There's an evil aura around this amulet...
0x0805C4EA	40	Expensive Wristwatch
0x0805C514	84	This is an extremely expensive wristwatch.
0x0805C57A	110	Wearing this classy monocle gives you lots of charisma.
0x0805C5EA	28	Eldritch Cameo
0x0805C608	160	This carving of unfathomable age is etched in a long forgotten ancient language.
0x0805C6AA	30	Pure Black Cape
0x0805C6CA	118	How much more black could this cape be? The answer is none.
0x0805C758	112	This cape has magic that makes Super Saiyan last longer.
0x0805C7DA	82	This snorkel helps you catch better fish.
0x0805C846	116	This item looks like a rabbit's foot... but it's not real.
0x0805C8BC	34	Talisman of Light
0x0805C8E0	164	This talisman increases the amount of energy recharged when you use melee attacks.
0x0805C986	24	Vampire Cape
0x0805C9A0	162	This cape causes HP to be recharged instead of energy when you use melee attacks.
0x0805CA44	30	Polka-Dot Kazoo
0x0805CA64	54	This is a very silly kazoo.
0x0805CA9C	30	Crystal Pendant
0x0805CABC	132	The crystals in this pendant increase the power of energy attacks.
0x0805CB5A	110	When you're about to die, this ring makes you stronger.
0x0805CBCA	30	Garlic Necklace
0x0805CBEA	66	This protects against the undead.
0x0805CC2E	26	Evil Talisman
0x0805CC4A	100	There is a terrible cost to this talisman's power.
0x0805CCB0	26	Ox-King's Hat
0x0805CCCC	132	This is the kind of viking hat that Ox-King is often seen wearing.
0x0805CD6A	120	If you wear this hat while you level up, you'll get a bonus!
0x0805CDE4	38	Majestic Chopsticks
0x0805CE0C	98	Food tastes better when you use these chopsticks.
0x0805CE70	46	Primordial Twisty-Straw
0x0805CEA0	104	Drinks taste better when you use this ancient straw.
0x0805CF20	56	This is a white karate belt.
0x0805CF72	58	This is a yellow karate belt.
0x0805CFC0	52	This is a red karate belt.
0x0805D00C	56	This is a green karate belt.
0x0805D05A	54	This is a blue karate belt.
0x0805D0A8	56	This is a brown karate belt.
0x0805D0F8	56	This is a black karate belt.
0x0805D132	26	Quartz Amulet
0x0805D14E	66	This is an amulet made of quartz.
0x0805D192	24	Topaz Amulet
0x0805D1AC	64	This is an amulet made of topaz.
0x0805D1EE	30	Amethyst Amulet
0x0805D20E	70	This is an amulet made of amethyst.
0x0805D256	30	Sapphire Amulet
0x0805D276	70	This is an amulet made of sapphire.
0x0805D2BE	28	Emerald Amulet
0x0805D2DC	68	This is an amulet made of emerald.
0x0805D33A	62	This is an amulet made of ruby.
0x0805D37A	28	Diamond Amulet
0x0805D398	68	This is an amulet made of diamond.
0x0805D3EE	124	Only a really vicious criminal would wear something like this.
0x0805D47C	32	Airship Interior
0x0805D4AC	24	Baba's Arena
0x0805D4C6	26	Babidi's Ship
0x0805D4E2	40	Inside Babidi's Ship
0x0805D50C	32	Barren Wasteland
0x0805D52E	30	Bulma's Airship
0x0805D54E	26	Bulma's House
0x0805D576	30	Dr. Brief's Lab
0x0805D5AE	38	Capsule Corporation
0x0805D5D6	24	Capsule Room
0x0805D5F0	40	Cave of the Ancients
0x0805D61A	28	Chi Chi's Room
0x0805D638	26	Computer Room
0x0805D654	24	Control Room
0x0805D69C	26	Diablo Desert
0x0805D6C4	34	East District 439
0x0805D6E8	24	Exhibit Hall
0x0805D702	28	Final Showdown
0x0805D720	28	Fukurou Forest
0x0805D73E	26	Giant Airship
0x0805D75A	24	Giant Crater
0x0805D774	44	Gohan and Goten's Room
0x0805D7A2	24	Goku's House
0x0805D7BC	38	Grandpa Gohan's Hut
0x0805D7E4	38	Grand Kai's Mansion
0x0805D80C	36	Grand Kai's Planet
0x0805D832	30	Gravity Chamber
0x0805D87A	24	Hercule City
0x0805D894	34	Hercule's Mansion
0x0805D8C2	32	High Above Earth
0x0805D8E4	46	Hyperbolic Time Chamber
0x0805D940	28	Kami's Lookout
0x0805D95E	26	Kami's Palace
0x0805D97A	26	Korin's Tower
0x0805D996	28	Kyodai Pyramid
0x0805D9B4	44	Outside Kyodai Pyramid
0x0805DA04	26	Musuka Circus
0x0805DA20	30	Nataday Village
0x0805DA40	32	Ninja Stronghold
0x0805DA62	38	Northern Wilderness
0x0805DA8A	46	Orange Star High School
0x0805DABA	38	Other World Stadium
0x0805DAE2	26	Papaya Island
0x0805DAFE	28	Pilaf's Castle
0x0805DB1C	36	Planet of the Kais
0x0805DB42	24	Rocky Canyon
0x0805DB5C	30	Rogue Submarine
0x0805DB7C	28	Roshi's Island
0x0805DB9A	26	Diablo Desert
0x0805DBB6	24	Sinking Ship
0x0805DBE2	32	Southwest Forest
0x0805DC04	28	Stolen Airship
0x0805DC32	30	The Other World
0x0805DC82	40	Totenhotep's Chamber
0x0805DCAC	42	Diablo Desert Express
0x0805DCE8	28	Volcano Summit
0x0805DD1A	36	Western Wilderness
0x0805DD40	94	A Button: {07}Descend/Land{02} B Button: {07}Ascend{02}
0x0805DDA0	48	World Tournament Stadium
0x0805DDD2	28	Yakon's Planet
0x0805DDF0	28	Yemma's Office
0x0805DE1C	32	Other World Saga
0x0805DE3E	38	Great Saiyaman Saga
0x0805DE66	42	World Tournament Saga
0x0805DEAA	34	Majin Vegeta Saga
0x0805DECE	32	Dragon Ball Saga
0x0805DEF0	28	Majin Buu Saga
0x0805DF0E	24	Janemba Saga
0x0805DF28	28	Super Buu Saga
0x0805DF5E	24	Kid Buu Saga
0x0805DF78	30	A New Beginning
0x0805DF98	50	Go to King Yemma's Castle
0x0805DFCC	62	Train with Other World Fighters
0x0805E00C	64	Go to the Other World Tournament
0x0805E04E	86	Go to your class at Orange Star High School
0x0805E0A6	68	Fly to West City and talk to Bulma
0x0805E0EC	54	Fight Crime in Hercule City
0x0805E124	88	Defeat the Red Shark Gang and Save the Mayor
0x0805E17E	52	Save Chobi from the Circus
0x0805E1B4	80	Tell Your Mother That Goku's Coming Back
0x0805E206	92	Tell Piccolo and Dende That Goku's Coming Back
0x0805E264	90	Tell Bulma and Vegeta That Goku's Coming Back
0x0805E2C0	106	Tell Master Roshi and Krillin That Goku's Coming Back
0x0805E32C	84	Meet Goten in the eastern forest to train.
0x0805E382	80	Meet Bulma to go to the World Tournament
0x0805E3D4	66	Register for the World Tournament
0x0805E418	106	Go to Kami's Lookout and get a Senzu Bean from Korrin
0x0805E484	46	Find Babidi's Spaceship
0x0805E4B4	74	Enter Babidi's Ship and Defeat Dabura
0x0805E500	52	Destroy Babidi's Spaceship
0x0805E536	40	Go To Kami's Lookout
0x0805E560	62	Get the Dragon Radar from Bulma
0x0805E5A0	42	Find The Dragon Balls
0x0805E5CC	38	Find Vegeta in HFIL
0x0805E5F4	28	Defeat Janemba
0x0805E612	60	Pull the Z-Sword from the rock
0x0805E650	56	Take a nap at Kami's Lookout
0x0805E68A	108	Get the Scouter Upgrade from Dr. Brief at Capsule Corp
0x0805E6F8	74	Save Goten and Trunks from Super Buu.
0x0805E75A	56	Go back and defeat Super Buu
0x0805E794	76	Find Gohan, Goten, Trunks, and Piccolo
0x0805E7E2	30	Escape from Buu
0x0805E802	92	Go to the Barren Wastelands and Defeat Kid Buu
0x0805E860	82	Get a root beer for the Lighthouse Keeper
0x0805E8B4	76	Get a turkey for the Lighthouse Keeper
0x0805E902	82	Get Hercule-ade for the Lighthouse Keeper
0x0805E956	78	Get an elixir for the Lighthouse Keeper
0x0805E9A6	90	Get a dinosaur tail for the Lighthouse Keeper
0x0805EA02	88	Get a super elixir for the Lighthouse Keeper
0x0805EA5C	134	Defeat Airship Bandits and take the bandanas they drop to the Ninja
0x0805EB22	106	A tasty, yet nutritious soup. Restores 20 hit points.
0x0805EBCC	104	A small ball of sticky rice. Restores 40 hit points.
0x0805EC66	24	Chicken Legs
0x0805EC80	94	It tastes like chicken! Restores 80 hit points.
0x0805ED1E	130	A flame broiled and delicious hamburger. Restores 120 hit points.
0x0805EDD2	146	A traditional triangle of rice, wrapped in kelp. Restores 200 hit points.
0x0805EE96	24	Curry Plates
0x0805EEB0	166	A dish of chicken and rice covered in a spicy curry sauce. Restores 400 hit points.
0x0805EF84	118	A full sized turkey with stuffing. Restores 800 hit points.
0x0805F022	136	A medium-rare steak seasoned to perfection. Restores 600 hit points.
0x0805F0AC	24	3Course Meal
0x0805F0C6	34	Three Course Meal
0x0805F0EA	36	Three Course Meals
0x0805F110	144	Are you sure you can eat that all by yourself? Restores 1100 hit points.
0x0805F1A2	24	DinosaurTail
0x0805F1BC	26	Dinosaur Tail
0x0805F1D8	28	Dinosaur Tails
0x0805F1F6	176	They say the most succulent dinosaur meat comes from the tail. Restores 1500 hit points.
0x0805F2C6	88	A carton of milk. Restores 20 energy points.
0x0805F338	100	Care for a spot of tea? Restores 40 energy points.
0x0805F3BE	110	Now that's a tasty beverage! Restores 80 energy points.
0x0805F43E	24	Vanilla Soda
0x0805F458	26	Vanilla Sodas
0x0805F474	132	Vanilla makes a good soda even better! Restores 125 energy points.
0x0805F522	24	Cherry Sodas
0x0805F53C	136	There's nothing like a good Cherry Soda! Restores 175 energy points.
0x0805F604	112	A cool refreshing root beer. Restores 250 energy points.
0x0805F6A6	24	Hercule-ades
0x0805F6C0	134	Replenishes your precious electrolytes. Restores 350 energy points.
0x0805F774	156	A rare magical liquid that restores your vitality! Restores 500 energy points.
0x0805F826	24	Super Elixir
0x0805F840	26	Super Elixirs
0x0805F85C	132	The best magical elixir on the market. Restores 750 energy points.
0x0805F8E2	24	DinosaurMilk
0x0805F8FC	26	Dinosaur Milk
0x0805F918	26	Dinosaur Milk
0x0805F934	128	Where does dinosaur milk come from? Restores 2500 energy points.
0x0805F9FA	158	The legendary holy water of Korin. Greatly increases your stats for 30 seconds.
0x0805FADE	146	One of Korin's special Senzu Beans. Fully restores hit points and energy.
0x0805FBA4	110	A Dyna-Cap.  What is contained inside? It is a mystery.
0x0805FC2A	30	Lazarus Crystal
0x0805FC4A	32	Lazarus Crystals
0x0805FC6C	120	A strange blue crystal. Some say carrying them is good luck!
0x0805FCE6	24	2402 Capsule
0x0805FD00	24	2402 Capsule
0x0805FD1A	24	2402 Capsule
0x0805FD34	116	A Number 2402 Capsule that contains a digital wrist watch.
0x0805FDAA	26	Dragon Ball 1
0x0805FDC6	26	Dragon Ball 1
0x0805FDE2	26	Dragon Ball 1
0x0805FDFE	50	The one-star Dragon Ball.
0x0805FE32	26	Dragon Ball 2
0x0805FE4E	26	Dragon Ball 2
0x0805FE6A	26	Dragon Ball 2
0x0805FE86	50	The two-star Dragon Ball.
0x0805FEBA	26	Dragon Ball 3
0x0805FED6	26	Dragon Ball 3
0x0805FEF2	26	Dragon Ball 3
0x0805FF0E	54	The three-star Dragon Ball.
0x0805FF46	26	Dragon Ball 4
0x0805FF62	26	Dragon Ball 4
0x0805FF7E	26	Dragon Ball 4
0x0805FF9A	52	The four-star Dragon Ball.
0x0805FFD0	26	Dragon Ball 5
0x0805FFEC	26	Dragon Ball 5
0x08060008	26	Dragon Ball 5
0x08060024	52	The five-star Dragon Ball.
0x0806005A	26	Dragon Ball 6
0x08060076	26	Dragon Ball 6
0x08060092	26	Dragon Ball 6
0x080600AE	50	The six-star Dragon Ball.
0x080600E2	26	Dragon Ball 7
0x080600FE	26	Dragon Ball 7
0x0806011A	26	Dragon Ball 7
0x08060136	54	The seven-star Dragon Ball.
0x08060184	28	Potara Earring
0x080601A2	30	Potara Earrings
0x080601C2	152	Wear these Earrings to perform a more powerful fusion than the fusion dance.
0x0806029E	44	A lovely, little fish.
0x08060314	64	Oooo! A Red Snapper! Very tasty!
0x08060398	126	Once thought extinct, these giant fish are now quite plentiful.
0x08060442	130	It's a switch with two prongs, but it's not attached to anything.
0x080604C6	26	Grandpa's Key
0x080604E2	26	Grandpa's Key
0x080604FE	26	Grandpa's Key
0x0806051A	66	The key to Grandpa Gohan's house.
0x08060572	46	Headdress of Totenhotep
0x080605A2	46	Headdress of Totenhotep
0x080605D2	116	The headdress of an ancient pharaoh. Some say it's cursed!
0x080606B4	82	The key to the Boss Ninja's inner sanctum
0x08060740	96	An old shoe? What are you going to do with this?
0x080607A2	26	H. Exhibit #1
0x080607BE	36	Hercule Exhibit #1
0x080607E4	36	Hercule Exhibit #1
0x0806080A	68	A crate with Hercule's logo on it.
0x08060850	26	H. Exhibit #2
0x0806086C	36	Hercule Exhibit #2
0x08060892	36	Hercule Exhibit #2
0x080608B8	68	A crate with Hercule's logo on it.
0x080608FE	26	H. Exhibit #3
0x0806091A	36	Hercule Exhibit #3
0x08060940	36	Hercule Exhibit #3
0x08060966	68	A crate with Hercule's logo on it.
0x080609AC	26	H. Exhibit #4
0x080609C8	36	Hercule Exhibit #4
0x080609EE	36	Hercule Exhibit #4
0x08060A14	68	A crate with Hercule's logo on it.
0x08060A5A	26	H. Exhibit #5
0x08060A76	36	Hercule Exhibit #5
0x08060A9C	36	Hercule Exhibit #5
0x08060AC2	68	A crate with Hercule's logo on it.
0x08060B08	26	H. Exhibit #6
0x08060B24	36	Hercule Exhibit #6
0x08060B4A	36	Hercule Exhibit #6
0x08060B70	68	A crate with Hercule's logo on it.
0x08060BB6	26	H. Exhibit #7
0x08060BD2	36	Hercule Exhibit #7
0x08060BF8	36	Hercule Exhibit #7
0x08060C1E	68	A crate with Hercule's logo on it.
0x08060C64	26	H. Exhibit #8
0x08060C80	36	Hercule Exhibit #8
0x08060CA6	36	Hercule Exhibit #8
0x08060CCC	68	A crate with Hercule's logo on it.
0x08060D12	26	H. Exhibit #9
0x08060D2E	36	Hercule Exhibit #9
0x08060D54	36	Hercule Exhibit #9
0x08060D7A	68	A crate with Hercule's logo on it.
0x08060DC0	28	H. Exhibit #10
0x08060DDE	38	Hercule Exhibit #10
0x08060E06	38	Hercule Exhibit #10
0x08060E2E	68	A crate with Hercule's logo on it.
0x08060E74	28	H. Exhibit #11
0x08060E92	38	Hercule Exhibit #11
0x08060EBA	38	Hercule Exhibit #11
0x08060EE2	68	A crate with Hercule's logo on it.
0x08060F28	28	H. Exhibit #12
0x08060F46	38	Hercule Exhibit #12
0x08060F6E	38	Hercule Exhibit #12
0x08060F96	68	A crate with Hercule's logo on it.
0x08060FDC	28	H. Exhibit #13
0x08060FFA	38	Hercule Exhibit #13
0x08061022	38	Hercule Exhibit #13
0x0806104A	68	A crate with Hercule's logo on it.
0x08061090	28	H. Exhibit #14
0x080610AE	38	Hercule Exhibit #14
0x080610D6	38	Hercule Exhibit #14
0x080610FE	68	A crate with Hercule's logo on it.
0x08061144	28	H. Exhibit #15
0x08061162	38	Hercule Exhibit #15
0x0806118A	38	Hercule Exhibit #15
0x080611B2	68	A crate with Hercule's logo on it.
0x080611F8	28	H. Exhibit #16
0x08061216	38	Hercule Exhibit #16
0x0806123E	38	Hercule Exhibit #16
0x08061266	68	A crate with Hercule's logo on it.
0x080612AC	28	H. Exhibit #17
0x080612CA	38	Hercule Exhibit #17
0x080612F2	38	Hercule Exhibit #17
0x0806131A	68	A crate with Hercule's logo on it.
0x08061360	28	H. Exhibit #18
0x0806137E	38	Hercule Exhibit #18
0x080613A6	38	Hercule Exhibit #18
0x080613CE	68	A crate with Hercule's logo on it.
0x08061414	28	H. Exhibit #19
0x08061432	38	Hercule Exhibit #19
0x0806145A	38	Hercule Exhibit #19
0x08061482	68	A crate with Hercule's logo on it.
0x080614C8	28	H. Exhibit #20
0x080614E6	38	Hercule Exhibit #20
0x0806150E	38	Hercule Exhibit #20
0x08061536	68	A crate with Hercule's logo on it.
0x0806157C	28	H. Exhibit #21
0x0806159A	38	Hercule Exhibit #21
0x080615C2	38	Hercule Exhibit #21
0x080615EA	68	A crate with Hercule's logo on it.
0x08061630	28	H. Exhibit #22
0x0806164E	38	Hercule Exhibit #22
0x08061676	38	Hercule Exhibit #22
0x0806169E	68	A crate with Hercule's logo on it.
0x080616E4	28	H. Exhibit #23
0x08061702	38	Hercule Exhibit #23
0x0806172A	38	Hercule Exhibit #23
0x08061752	68	A crate with Hercule's logo on it.
0x08061798	28	H. Exhibit #24
0x080617B6	38	Hercule Exhibit #24
0x080617DE	38	Hercule Exhibit #24
0x08061806	68	A crate with Hercule's logo on it.
0x0806184C	28	H. Exhibit #25
0x0806186A	38	Hercule Exhibit #25
0x08061892	38	Hercule Exhibit #25
0x080618BA	68	A crate with Hercule's logo on it.
0x08061900	26	Z. Exhibit #1
0x0806191C	40	Z-Fighter Exhibit #1
0x08061946	40	Z-Fighter Exhibit #1
0x08061970	56	A crate with a Z logo on it.
0x080619AA	26	Z. Exhibit #2
0x080619C6	40	Z-Fighter Exhibit #2
0x080619F0	40	Z-Fighter Exhibit #2
0x08061A1A	56	A crate with a Z logo on it.
0x08061A54	26	Z. Exhibit #3
0x08061A70	40	Z-Fighter Exhibit #3
0x08061A9A	40	Z-Fighter Exhibit #3
